,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__[Clostridium],k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium],k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus],k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Gemmiger,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
0,2.7041496590272254,-1.7617584596273579,-1.7617584596273579,0.9462917414748517,2.582046962226326,1.6055373703591158,-1.7617584596273579,-1.7617584596273579,2.0883891420827005,-1.7617584596273579,-0.6631461709592488,2.3971246237323136,1.3292839937309577,1.4963380783941238,-1.7617584596273579,-1.7617584596273579,2.150264545800788,0.540826633366688,1.1286132982688066,1.4571173652408427,-1.7617584596273579,-1.7617584596273579,-1.7617584596273579,-1.7617584596273579,2.4278962823990677,1.97591115865601,-1.7617584596273579,3.9319736791753415,1.1286132982688066,0.030001009600696626,-1.7617584596273579,-0.6631461709592488,1.7935896018620556,-1.7617584596273579,1.0714548844288583,-1.7617584596273579,-1.7617584596273579,-1.7617584596273579,1.0714548844288583,2.3971246237323136,-1.7617584596273579,1.7347491018391223,1.3292839937309577,-1.7617584596273579,-1.7617584596273579,2.528700981521033,-1.7617584596273579,-1.7617584596273579,-1.7617584596273579,-1.7617584596273579
1,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,7.226025734468674,0.35978713568947107,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,3.804469629291365,-0.7388251529786398,6.089886918663045,1.563759940015407,-0.7388251529786398,-0.7388251529786398,1.9692250481235707,-0.7388251529786398,-0.7388251529786398,0.35978713568947107,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,0.35978713568947107,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,1.6590701198197317,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,-0.7388251529786398,5.422382168716437,1.3406163887011964
2,-1.2249941324778995,4.23459138166626,-1.2249941324778995,1.483056068624311,-1.2249941324778995,4.897498677036488,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,0.9722304448583206,-1.2249941324778995,3.181725114786355,-1.2249941324778995,4.829445213791471,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,0.9722304448583206,-1.2249941324778995,1.7194448466885417,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,5.405689253164473,-1.2249941324778995,4.10772466078747,1.0775909605161473,-1.2249941324778995,7.516302149747249,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,-1.2249941324778995,3.7022595526793065,1.0775909605161473
3,-1.3702846468401333,4.572514728286568,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,5.176500763920391,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,5.74448480152633,-1.3702846468401333,1.8485911780280677,-1.3702846468401333,2.973520775013551,-1.3702846468401333,4.023342899512229,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,2.600007266711989,0.2391532655939672,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,5.33535444801987,-1.3702846468401333,5.587212724036818,1.625447626713858,-1.3702846468401333,7.1242538540112985,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,-1.3702846468401333,2.479862954869926,3.6201479399386036
4,-0.7774327413825253,4.978309472204388,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,1.168477407672789,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,0.6088616197373664,1.014326727845531,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,1.014326727845531,-0.7774327413825253,0.3211795472855856,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,1.7875166160790128,1.9306174597196861,0.3211795472855856,-0.7774327413825253,-0.7774327413825253,2.055780602673692,1.8616245882327345,-0.7774327413825253,0.3211795472855856,-0.7774327413825253,7.271994315728169,0.6088616197373664,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,-0.7774327413825253,1.168477407672789,7.713621792424019
5,0.5489512451275091,4.355613734897829,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,6.325718612540199,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,1.8988779620765248,-1.3969589039278034,5.092246027397513,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,4.399098846837568,1.2420984256874545,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,5.796726914467308,0.3948005653002511,6.3669123838924175,2.4948613941828226,-1.3969589039278034,7.715327527572991,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,-1.3969589039278034,3.6592869014205043,5.201550124686712
6,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,2.756655452088225,-1.1945882664932022,2.848463001341348,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,0.41484964594089835,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,-0.09597597782509215,-1.1945882664932022,1.002636310843017,-1.1945882664932022,4.166703899216223,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,4.3699321408294916,3.4498026326481703,-1.1945882664932022,0.19170609462668864,-1.1945882664932022,-1.1945882664932022,5.7965886206280075,6.933406789278743,0.7513218825621113,-1.1945882664932022,-1.1945882664932022,5.813916915589078,0.19170609462668864,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,-1.1945882664932022,2.024287558374999,6.130560691462373
7,-2.388453866987179,3.541135276402715,-2.388453866987179,-2.388453866987179,-2.388453866987179,-2.388453866987179,1.2224640456570448,-2.388453866987179,3.7621489014591,-1.28984157831907,-2.388453866987179,3.39228964880515,-2.388453866987179,-2.388453866987179,4.190797345022922,-2.388453866987179,-2.388453866987179,-2.388453866987179,0.009441405811191572,-2.388453866987179,3.5904318979139425,1.7386805180579126,-2.388453866987179,-2.388453866987179,-2.388453866987179,-1.0021595058672883,0.3195963341150305,-0.7790159545530786,4.655579030287505,-2.388453866987179,0.9437506431880243,5.788218904961276,5.515511767044987,-2.388453866987179,3.3383938806000177,0.9437506431880243,5.149508792781029,4.201847181209507,-2.388453866987179,-2.388453866987179,-2.388453866987179,2.274985227124888,2.9960411958019098,-1.0021595058672883,-2.388453866987179,-2.388453866987179,-2.388453866987179,3.8120553070555108,0.009441405811191572,1.8162387524037866
8,5.672882588426452,-1.7476963169843485,-1.7476963169843485,3.321207885235882,-1.7476963169843485,2.2035474015970786,-1.7476963169843485,-1.7476963169843485,-1.7476963169843485,-1.7476963169843485,-1.7476963169843485,4.86568790139521,-1.7476963169843485,-1.7476963169843485,-1.7476963169843485,-1.7476963169843485,-1.7476963169843485,-1.7476963169843485,0.9603538841178612,-1.7476963169843485,5.24348057013686,1.9658757497199586,-1.7476963169843485,-1.7476963169843485,-1.7476963169843485,4.436452573953134,4.721553999811423,0.7372103328036514,-0.36140195586445767,-1.7476963169843485,-1.7476963169843485,4.213309022638924,7.289955947166117,-0.6490840283162393,-0.13825840455024885,-1.7476963169843485,5.276952713469287,1.8898898427420363,-1.7476963169843485,-1.7476963169843485,-1.7476963169843485,-1.7476963169843485,-0.36140195586445767,-1.7476963169843485,-1.7476963169843485,-1.7476963169843485,-1.7476963169843485,-1.7476963169843485,1.1426754409118152,6.069526468523818
9,1.4728542636900803,2.2986878854089836,-2.831210829514089,-2.831210829514089,-1.4449164683942,-2.831210829514089,0.5699865521480652,-2.831210829514089,2.7178652553811298,-2.831210829514089,-2.831210829514089,3.803422528347596,-0.4333155567157192,-2.831210829514089,-2.831210829514089,-1.7325985408459799,-2.831210829514089,-2.831210829514089,1.4314690475272256,-2.831210829514089,3.88174537116298,0.6027763749710564,-2.831210829514089,4.157202352485502,-1.7325985408459799,-0.12316062841188025,1.4454552895019654,0.8323508166155564,4.396451669214565,-2.831210829514089,0.38766499535411114,5.036660660882232,4.905096267034196,-1.4449164683942,3.3000156599690507,1.5508158051597913,3.4585047413949073,3.9600106332120957,-2.831210829514089,-2.831210829514089,-2.831210829514089,0.929989286179473,2.87921618786078,1.5382370229529316,-2.831210829514089,-2.831210829514089,-1.4449164683942,3.8203610440756375,-0.05862210727430828,4.135756309099893
