,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__[Clostridium],k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium],k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus],k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Gemmiger,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
0,1.2932077377433422,-1.7978347156149734,-1.7978347156149734,0.8412226140002845,1.813083197029251,2.3765525542806634,-1.7978347156149734,2.172457197937148,-0.4115403544950835,-1.7978347156149734,-1.7978347156149734,0.28160682606486187,1.1466042635514668,3.239117886798655,-1.7978347156149734,-1.7978347156149734,1.1978975579390174,1.092537042281191,1.7285258090011877,-1.7978347156149734,-1.7978347156149734,-1.7978347156149734,-0.18839680318087293,-1.7978347156149734,2.7130247909018763,1.092537042281191,1.5694611143715003,1.3802191147329719,-1.7978347156149734,-1.7978347156149734,-0.18839680318087293,2.296509846607127,-1.7978347156149734,1.915737351089334,-1.7978347156149734,0.14807543344034002,1.092537042281191,0.14807543344034002,-1.7978347156149734,0.5047503773790716,-1.7978347156149734,-1.7978347156149734,2.1141882898131725,-1.7978347156149734,1.9398349026683945,2.436271788982286,-1.7978347156149734,-0.18839680318087293,0.3993898617212457,3.9890626657517343
1,2.054815624023197,-0.32009013055047486,-2.399531672230311,1.0016657094318449,1.2893477818836256,0.49084008566585435,-2.399531672230311,0.2395256573849478,1.790123069796115,-2.399531672230311,-2.399531672230311,-2.399531672230311,-0.32009013055047486,-2.399531672230311,-1.0132373111104203,0.08537497755768975,5.402677644016808,-2.399531672230311,2.994095874122051,-2.399531672230311,2.782251878061775,0.6449907654931124,-2.399531672230311,-1.0132373111104203,-0.7900937597962097,0.7785221581176351,-2.399531672230311,3.753201022473794,-2.399531672230311,-0.6077722030022557,2.1113278342865396,3.3042508024258908,1.034455532254836,1.1268288523858514,-2.399531672230311,5.118532509002767,3.187716986169939,-0.6077722030022557,-0.32009013055047486,1.5707602413218114,-2.399531672230311,-2.399531672230311,1.8051609471606556,-0.6077722030022557,-2.399531672230311,-2.399531672230311,0.08537497755768975,0.37305705000947054,0.9677641577561635,3.8050260903383797
2,-0.13150485561876302,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,-0.13150485561876302,-0.13150485561876302,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,-0.13150485561876302,-1.2301171442868721,-1.2301171442868721,4.9601982615662745,-1.2301171442868721,6.98461868909543,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,0.8493243973929641,7.070411461912865,-1.2301171442868721,-1.2301171442868721,6.96383587927687,-1.2301171442868721,4.962245345188,-1.2301171442868721,-1.2301171442868721,0.37932076814722837,5.809543205575204,1.2547895055011287,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,1.2547895055011287,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,-1.2301171442868721,1.860925309071444,-1.2301171442868721
3,6.325365516919785,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,4.834690963727336,-0.16813614792110787,-1.9598956171491642,-1.9598956171491642,4.4252987818485625,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,0.7481545839530463,-1.9598956171491642,4.346379669798852,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,1.2589802077190377,2.0290884294151112,5.698803941119136,-1.9598956171491642,-0.16813614792110787,6.038439778803819,-0.8612833284810533,0.34268947584488263,3.56953347036226,1.0846268205742593,4.652145417683928,6.311652757606351,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,0.8126931050906183,-1.9598956171491642,4.7432924960917,0.8126931050906183,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642,-1.9598956171491642
4,5.734358244158411,-2.391864285300114,-2.391864285300114,-2.391864285300114,-2.391864285300114,-2.391864285300114,0.699178168058201,-2.391864285300114,4.904548983473806,-0.3124227436202789,-2.391864285300114,-2.391864285300114,4.5268309337203565,-2.391864285300114,3.683481745788569,-2.391864285300114,-1.293251996632005,-2.391864285300114,0.4413490587561011,-2.391864285300114,3.067721228844044,4.703200091987016,-2.391864285300114,1.1344962393160465,-2.391864285300114,2.89640274539442,1.1046432761663656,4.336764327784587,-2.391864285300114,-0.3124227436202789,5.7536853464834685,-2.391864285300114,0.24719304431514377,4.437929452212311,1.2457218744262706,3.454574489757609,4.592852034818151,-2.391864285300114,-2.391864285300114,-2.391864285300114,-0.7824263728660146,-2.391864285300114,4.979625009914162,0.5525746938663252,-2.391864285300114,-2.391864285300114,-2.391864285300114,-2.391864285300114,-2.391864285300114,-1.293251996632005
5,5.7869344696584,-1.6872703368377255,-1.6872703368377255,-1.6872703368377255,-1.6872703368377255,-1.6872703368377255,-1.6872703368377255,-1.6872703368377255,3.8810741669233715,-0.07783242440362503,-1.6872703368377255,-1.6872703368377255,1.9503158228886601,-1.6872703368377255,1.4037721165205905,-1.6872703368377255,-1.6872703368377255,-1.6872703368377255,0.10448913239032986,-1.6872703368377255,-1.6872703368377255,3.7850003368337495,-1.6872703368377255,-0.30097597571783474,-1.6872703368377255,2.119392152932595,2.183930674070166,4.190465444941914,-1.6872703368377255,0.10448913239032986,4.446127706158924,4.61900495011029,-1.6872703368377255,3.538476336875476,-1.6872703368377255,3.9367471693496134,2.162877264872333,-1.6872703368377255,-1.6872703368377255,-1.6872703368377255,-1.6872703368377255,-1.6872703368377255,4.974584403707586,0.7106249359606451,-0.5886580481696155,-1.6872703368377255,-1.6872703368377255,-1.6872703368377255,-1.6872703368377255,-1.6872703368377255
6,-1.9394131596901145,3.621268471325413,0.6255361977714218,1.2794626651780856,-1.9394131596901145,-1.9394131596901145,-1.9394131596901145,-1.9394131596901145,-1.9394131596901145,-0.8408008710220054,-1.9394131596901145,1.844776474228146,1.3564237063142146,-1.9394131596901145,3.8657218092263737,3.655298219911724,-1.9394131596901145,-1.9394131596901145,2.5714463468267352,-1.9394131596901145,4.133631374410291,3.318082212337667,-1.9394131596901145,4.357696160243821,-1.9394131596901145,0.45848211310825526,1.5263227431096116,0.95095859820605,-1.9394131596901145,-1.9394131596901145,1.056319113863876,5.912637047575775,-1.9394131596901145,-1.9394131596901145,-1.9394131596901145,6.831801902685268,5.341972503880168,0.006496989365198047,-1.9394131596901145,-1.9394131596901145,-1.9394131596901145,-1.9394131596901145,-1.9394131596901145,-1.9394131596901145,-1.9394131596901145,-1.9394131596901145,-1.9394131596901145,-1.9394131596901145,2.430034692776907,-0.8408008710220054
7,5.825715704226284,3.226479868797697,-2.5816626211827467,-2.5816626211827467,6.127802457880613,-2.5816626211827467,-2.5816626211827467,-2.5816626211827467,4.800461744554766,-2.5816626211827467,-2.5816626211827467,4.170607754958995,-0.6357524721274332,-2.5816626211827467,-2.5816626211827467,-2.5816626211827467,-2.5816626211827467,-2.5816626211827467,0.4140696523712446,-2.5816626211827467,-1.4830503325146376,2.8693758323829535,3.9075423101425706,-2.5816626211827467,-2.5816626211827467,2.64944599567184,1.10721683293119,0.46285981654067676,-2.5816626211827467,-0.9722247087486471,4.674634618507934,3.3767620718470353,-0.6357524721274332,3.8432064027226414,-2.5816626211827467,3.6127427699219257,2.043310192101525,3.1866583746110253,-2.5816626211827467,-2.5816626211827467,-1.195368260062856,-2.5816626211827467,4.912211265600813,-2.5816626211827467,0.36277635798369356,-2.5816626211827467,4.209558841543439,-2.5816626211827467,-1.4830503325146376,6.046893038086951
8,4.5233588510159555,0.8611476439841805,-2.0832913351822606,-2.0832913351822606,4.8549931488347005,-2.0832913351822606,-2.0832913351822606,-2.0832913351822606,3.989753198918145,-2.0832913351822606,-2.0832913351822606,3.593462467086022,-0.29153186595420433,-0.9846790465141497,-2.0832913351822606,-2.0832913351822606,-2.0832913351822606,-2.0832913351822606,1.5276265774619642,-2.0832913351822606,-0.9846790465141497,2.273417491507332,2.635207536112835,-2.0832913351822606,-2.0832913351822606,1.5802703109473866,1.05220288074689,0.48165802227927745,-2.0832913351822606,-2.0832913351822606,5.169471082870928,1.9240418500502114,-0.9846790465141497,2.491419643321123,-2.0832913351822606,2.9071412515964763,0.8611476439841805,3.9255218502603353,-2.0832913351822606,-2.0832913351822606,-2.0832913351822606,-2.0832913351822606,4.090494768719677,-2.0832913351822606,0.31460393761611094,-0.29153186595420433,3.3805404698433503,-2.0832913351822606,-0.9846790465141497,5.666892827075577
9,4.985063508896616,0.909739271353545,-2.2257549445756046,-2.2257549445756046,5.355454881620742,-2.2257549445756046,-2.2257549445756046,-2.2257549445756046,3.996821323495764,-2.2257549445756046,-2.2257549445756046,3.3233211403196155,-0.43399547534754923,-2.2257549445756046,-2.2257549445756046,-2.2257549445756046,-2.2257549445756046,-1.1271426559074946,2.8494188706582224,-2.2257549445756046,-0.8394605834557138,1.7815782406568665,2.5864294107968133,-2.2257549445756046,-2.2257549445756046,1.5119146737077642,0.546833777664177,1.270752616890876,-2.2257549445756046,-1.1271426559074946,3.3076345441519157,2.6720848553753065,-0.14631340289576844,3.1947800546966816,-2.2257549445756046,2.8368400884513623,0.6074583994806115,2.904143770347469,-2.2257549445756046,-2.2257549445756046,0.4133023850396542,-2.2257549445756046,4.772754697674997,-2.2257549445756046,0.6646168133205599,-2.2257549445756046,4.375475174153271,-2.2257549445756046,-2.2257549445756046,5.920084668361237
